hscode,statcode,classifyCnnm,hsname,ciqname
5209220000,5209220000999,漂白棉布,"漂白的全棉三、四线斜纹布(指每平方米重超过200克,含棉≥85%,包括双面斜纹机织物)",漂白的全棉三、四线斜纹布(指每平方米重超过200克，含棉≥85%，包括双面斜纹机织物)
5209290000,5209290000999,漂白棉布,"漂白的其他棉机织物(指每平方米重超过200克,含棉85%及以上)",漂白的其他棉机织物(指每平方米重超过200克，含棉85%及以上)
5209310010,5209310010999,棉染色布,"染色全棉手工织布(指每平方米重超过200克,含棉85%及以上)",染色全棉手工织布(指每平方米重超过200克，含棉85%及以上)
5209310091,5209310091999,棉染色布,"染色全棉平纹府绸及细平布(指每平方米重超过200克,含棉85%及以上)",染色全棉平纹府绸及细平布(指每平方米重超过200克，含棉85%及以上)
5209310092,5209310092999,棉染色布,"染色的全棉平纹机织平布(指每平方米重超过200克,含棉85%及以上)",染色的全棉平纹机织平布(指每平方米重超过200克，含棉85%及以上)
5209310093,5209310093999,棉染色布,"染色的全棉平纹机织帆布(指每平方米重超过200克,含棉85%及以上)",染色的全棉平纹机织帆布(指每平方米重超过200克，含棉85%及以上)
5209320000,5209320000999,棉染色布,"染色的全棉三、四线斜纹布(指每平方米重超过200克,含棉≥85%,包括双面斜纹机织物)",染色的全棉三、四线斜纹布(指每平方米重超过200克，含棉≥85%，包括双面斜纹机织物)
5209390010,5209390010999,棉染色布,"染色的其他全棉机织缎布(指每平方米重超过200克,含棉85%及以上)",染色的其他全棉机织缎布(指每平方米重超过200克，含棉85%及以上)
5209390020,5209390020999,棉染色布,"染色的其他全棉机织斜纹布(指每平方米重超过200克,含棉85%及以上)",染色的其他全棉机织斜纹布(指每平方米重超过200克，含棉85%及以上)
5209390030,5209390030999,棉染色布,"染色的其他全棉机织帆布(指每平方米重超过200克,含棉85%及以上)",染色的其他全棉机织帆布(指每平方米重超过200克，含棉85%及以上)
5209390090,5209390090999,棉染色布,"染色的其他全棉机织物(指每平方米重超过200克,含棉85%及以上)",染色的其他全棉机织物(指每平方米重超过200克，含棉85%及以上)
5209410010,5209410010999,色织棉布,"色织的全棉手工织布(指每平方米重超过200克,含棉85%及以上)",色织的全棉手工织布(指每平方米重超过200克，含棉85%及以上)
5209410090,5209410090999,色织棉布,"色织的全棉平纹机织物(指每平方米重超过200克,含棉85%及以上)",色织的全棉平纹机织物(指每平方米重超过200克，含棉85%及以上)
5209420010,5209420010999,色织棉布,"色织全棉蓝粗斜纹布(劳动布)(指每平方米重超过200克,含棉85%及以上)",色织全棉蓝粗斜纹布(劳动布)(指每平方米重超过200克，含棉85%及以上)
5209420090,5209420090999,色织棉布,"色织其他全棉粗斜纹布(劳动布)(指每平方米重超过200克,含棉85%及以上)",色织其他全棉粗斜纹布(劳动布)(指每平方米重超过200克，含棉85%及以上)
5209430000,5209430000999,色织棉布,"其他色织的全棉三、四线斜纹布(指每平方米重超过200克,含棉≥85%,包括双面斜纹机织物)",其他色织的全棉三、四线斜纹布(指每平方米重超过200克，含棉≥85%，包括双面斜纹机织物)
5209490010,5209490010999,色织棉布,"色织的其他全棉提花机织物(指每平米重超过200克,含棉85%及以上)",色织的其他全棉提花机织物(指每平米重超过200克，含棉85%及以上)
5209490090,5209490090999,色织棉布,"色织的其他全棉机织物(指每平米重超过200克,含棉85%及以上)",色织的其他全棉机织物(指每平米重超过200克，含棉85%及以上)
5209510010,5209510010999,棉印花布,"印花全棉手工织布(指每平方米重超过200克,含棉85%及以上)",印花全棉手工织布(指每平方米重超过200克，含棉85%及以上)
5209510091,5209510091999,棉印花布,"印花全棉平纹府绸及细平布(指每平方米重超过200克,含棉85%及以上)",印花全棉平纹府绸及细平布(指每平方米重超过200克，含棉85%及以上)
5209510092,5209510092999,棉印花布,"印花全棉平纹机织平布(指每平方米重超过200克,含棉85%及以上)",印花全棉平纹机织平布(指每平方米重超过200克，含棉85%及以上)
5209510093,5209510093999,棉印花布,"印花全棉平纹机织帆布(指每平方米重超过200克,含棉85%及以上)",印花全棉平纹机织帆布(指每平方米重超过200克，含棉85%及以上)
5209520000,5209520000999,棉印花布,"印花的全棉三、四线斜纹布(指每平方米重超过200克,含棉85%及以上，双面斜纹布)",印花的全棉三、四线斜纹布(指每平方米重超过200克，含棉85%及以上，双面斜纹布)
5209590010,5209590010999,棉印花布,"印花的其他全棉机织缎布(指每平方米重超过200克,含棉85%及以上)",印花的其他全棉机织缎布(指每平方米重超过200克，含棉85%及以上)
5209590020,5209590020999,棉印花布,"印花的其他全棉机织斜纹布(指每平方米重超过200克,含棉85%及以上)",印花的其他全棉机织斜纹布(指每平方米重超过200克，含棉85%及以上)
5209590030,5209590030999,棉印花布,"印花的其他全棉机织帆布(指每平方米重超过200克,含棉85%及以上)",印花的其他全棉机织帆布(指每平方米重超过200克，含棉85%及以上)
5209590090,5209590090999,棉印花布,"印花的其他全棉机织物(指每平方米重超过200克,含棉85%及以上)",印花的其他全棉机织物(指每平方米重超过200克，含棉85%及以上)
5210110011,5210110011999,棉混纺坯布,"未漂白与聚酯短纤混纺的棉制府绸(指每平米重≤200克,含棉85%以下,含平细布)",未漂白与聚酯短纤混纺的棉制府绸(指每平米重≤200克，含棉85%以下，含平细布)
5210110012,5210110012999,棉混纺坯布,"未漂白与聚酯短纤混纺棉机织平布(指每平米重≤200克,≤68号,含棉85%以下)",未漂白与聚酯短纤混纺棉机织平布(指每平米重≤200克，≤68号，含棉85%以下)
5210110013,5210110013999,棉混纺坯布,"未漂白与聚酯短纤混纺棉奶酪布(指每平米重≤200克,含棉85%以下)",未漂白与聚酯短纤混纺棉奶酪布(指每平米重≤200克，含棉85%以下)
5210110014,5210110014999,棉混纺坯布,"未漂白与聚酯短纤混纺棉印染用布(指每平米重≤200克,43-68号,含棉85%以下)",未漂白与聚酯短纤混纺棉印染用布(指每平米重≤200克，43-68号，含棉85%以下)
5210110015,5210110015999,棉混纺坯布,"未漂白与聚酯短纤混纺棉巴里纱(指每平米重≤200克,≥69号,含棉85%以下,含薄细布)",未漂白与聚酯短纤混纺棉巴里纱(指每平米重≤200克，≥69号，含棉85%以下，含薄细布)
5210110091,5210110091999,棉混纺坯布,"未漂白与其他化纤混纺棉府绸(指每平米重≤200克,含棉85%以下,含细平布)",未漂白与其他化纤混纺棉府绸(指每平米重≤200克，含棉85%以下，含细平布)
5210110092,5210110092999,棉混纺坯布,"未漂白与其他化纤混纺棉机织平布(指每平米重≤200克,≤68号,含棉85%以下)",未漂白与其他化纤混纺棉机织平布(指每平米重≤200克，≤68号，含棉85%以下)
5210110093,5210110093999,棉混纺坯布,"未漂白与其他化纤混纺棉奶酪布(指每平米重≤200克,含棉85%以下)",未漂白与其他化纤混纺棉奶酪布(指每平米重≤200克，含棉85%以下)
5210110094,5210110094999,棉混纺坯布,"未漂白与其他化纤混纺棉印染用布(指每平米重≤200克,43-68号,含棉85%以下)",未漂白与其他化纤混纺棉印染用布(指每平米重≤200克，43-68号，含棉85%以下)
5210110095,5210110095999,棉混纺坯布,"未漂白与其他化纤混纺棉巴里纱(指每平米重≤200克,≥69号,含棉85%以下,含薄细布)",未漂白与其他化纤混纺棉巴里纱(指每平米重≤200克，≥69号，含棉85%以下，含薄细布)
5210191000,5210191000999,棉混纺坯布,"未漂白与化纤混纺3/4线或双面棉斜纹机织物(每平米重≤200克,含棉85%以下)",未漂白与化纤混纺3/4线或双面棉斜纹机织物(每平米重≤200克，含棉85%以下)
5210199011,5210199011999,棉混纺坯布,"其他未漂白与聚酯短纤混纺的缎布(每平米重≤200克,含棉85%以下)",其他未漂白与聚酯短纤混纺的缎布(每平米重≤200克，含棉85%以下)
5210199012,5210199012999,棉混纺坯布,"其他未漂白与聚酯短纤混纺斜纹布(每平米重≤200克,含棉85%以下)",其他未漂白与聚酯短纤混纺斜纹布(每平米重≤200克，含棉85%以下)
5210199013,5210199013999,棉混纺坯布,"其他未漂白与聚酯短纤混纺牛津布(每平米重≤200克,含棉85%以下)",其他未漂白与聚酯短纤混纺牛津布(每平米重≤200克，含棉85%以下)
5210199019,5210199019999,棉混纺坯布,"其他未漂白与聚酯短纤混纺棉布(每平米重≤200克,含棉85%以下)",其他未漂白与聚酯短纤混纺棉布(每平米重≤200克，含棉85%以下)
5210199091,5210199091999,棉混纺坯布,"其他未漂白与其他化纤混纺缎布(每平米重≤200克,含棉85%以下)",其他未漂白与其他化纤混纺缎布(每平米重≤200克，含棉85%以下)
5210199092,5210199092999,棉混纺坯布,"其他未漂白与其他化纤混纺斜纹布(每平米重≤200克,含棉85%以下)",其他未漂白与其他化纤混纺斜纹布(每平米重≤200克，含棉85%以下)
5210199093,5210199093999,棉混纺坯布,"其他未漂白与其他化纤混牛津布(每平米重≤200克,含棉85%以下)",其他未漂白与其他化纤混牛津布(每平米重≤200克，含棉85%以下)
5210199099,5210199099999,棉混纺坯布,"其他未漂白与其他化纤混纺棉布(每平米重≤200克,含棉85%以下)",其他未漂白与其他化纤混纺棉布(每平米重≤200克，含棉85%以下)
5210210000,5210210000999,漂白棉混纺布,"漂白与化纤混纺棉平纹机织物(每平米重≤200克,含棉85%以下)",漂白与化纤混纺棉平纹机织物(每平米重≤200克，含棉85%以下)
5210291000,5210291000999,漂白棉混纺布,"漂白与化纤混纺3/4线或双面棉斜纹机织物(每平米重≤200克,含棉85%以下)",漂白与化纤混纺3/4线或双面棉斜纹机织物(每平米重≤200克，含棉85%以下)
5210299000,5210299000999,漂白棉混纺布,"漂白与化纤混纺棉机织物(每平米重≤200克,含棉85%以下)",漂白与化纤混纺棉机织物(每平米重≤200克，含棉85%以下)
5210310000,5210310000999,棉混纺染色布,"染色与化纤混纺棉平纹机织物(每平米重≤200克,含棉85%以下)",染色与化纤混纺棉平纹机织物(每平米重≤200克，含棉85%以下)
5210320000,5210320000999,棉混纺染色布,"染色与化纤混纺的3/4线斜纹棉机织物(每平米重不超过200克,含棉85%以下,含双面斜纹机织物)",染色与化纤混纺的3/4线斜纹棉机织物(每平米重不超过200克，含棉85%以下，含双面斜纹机织物)
5210390000,5210390000999,棉混纺染色布,"其他染色与化纤混纺棉机织物(每平米重≤200克,含棉85%以下)",其他染色与化纤混纺棉机织物(每平米重≤200克，含棉85%以下)
5210410000,5210410000999,色织棉混纺布,"色织与化纤混纺棉平纹机织物(每平米重≤200克,含棉85%以下)",色织与化纤混纺棉平纹机织物(每平米重≤200克，含棉85%以下)
5210491000,5210491000999,色织棉混纺布,"色织化纤混纺3/4斜纹棉机织物(每平米重≤200克,含棉85%以下,含双面斜纹机织物)",色织化纤混纺3/4斜纹棉机织物(每平米重≤200克，含棉85%以下，含双面斜纹机织物)
5210499000,5210499000999,色织棉混纺布,"其他色织与化纤混纺棉机织物(每平米重不超过200克,含棉85%以下)",其他色织与化纤混纺棉机织物(每平米重不超过200克，含棉85%以下)
5210510000,5210510000999,棉混纺印花布,"印花与化纤混纺棉平纹机织物(每平米重≤200克,含棉85%以下)",印花与化纤混纺棉平纹机织物(每平米重≤200克，含棉85%以下)
5210591000,5210591000999,棉混纺印花布,"印花化纤混纺3/4线斜纹棉机织物(每平米重不超过200克,含棉85%以下,含双面斜纹机织物)",印花化纤混纺3/4线斜纹棉机织物(每平米重不超过200克，含棉85%以下，含双面斜纹机织物)
5210599000,5210599000999,棉混纺印花布,"其他印花与化纤混纺棉机织物(每平米重不超过200克,含棉85%以下)",其他印花与化纤混纺棉机织物(每平米重不超过200克，含棉85%以下)
5211110011,5211110011999,棉混纺坯布,"未漂白与聚酯短纤混纺棉府绸(每平方米重>200克,含棉85%以下,含细平布)",未漂白与聚酯短纤混纺棉府绸(每平方米重>200克，含棉85%以下，含细平布)
5211110012,5211110012999,棉混纺坯布,"未漂白与聚酯短纤混纺棉机织平布(每平方米重>200克,含棉85%以下)",未漂白与聚酯短纤混纺棉机织平布(每平方米重>200克，含棉85%以下)
5211110019,5211110019999,棉混纺坯布,"未漂白与聚酯短纤混纺棉平纹帆布(每平方米重>200克,含棉85%以下)",未漂白与聚酯短纤混纺棉平纹帆布(每平方米重>200克，含棉85%以下)
5211110091,5211110091999,棉混纺坯布,"未漂白与其他化纤混纺棉府绸(每平方米重>200克,含棉85%以下,含细平布)",未漂白与其他化纤混纺棉府绸(每平方米重>200克，含棉85%以下，含细平布)
5211110092,5211110092999,棉混纺坯布,"未漂白与其他化纤混纺棉机织平布(每平方米重>200克,含棉85%以下)",未漂白与其他化纤混纺棉机织平布(每平方米重>200克，含棉85%以下)
5211110099,5211110099999,棉混纺坯布,"未漂白与其他化纤混纺棉平纹帆布(每平方米重>200克,含棉85%以下)",未漂白与其他化纤混纺棉平纹帆布(每平方米重>200克，含棉85%以下)
5211120010,5211120010999,棉混纺坯布,"未漂白聚酯短纤混纺斜纹棉布(每平米重>200克,含棉85%以下,3/4线斜纹布,双面斜纹布)",未漂白聚酯短纤混纺斜纹棉布(每平米重>200克，含棉85%以下，3/4线斜纹布，双面斜纹布)
5211120090,5211120090999,棉混纺坯布,"未漂白其他化纤混纺斜纹棉布(每平米重>200克,含棉85%以下,3/4线斜纹布,双面斜纹布)",未漂白其他化纤混纺斜纹棉布(每平米重>200克，含棉85%以下，3/4线斜纹布，双面斜纹布)
5211190000,5211190000999,棉混纺坯布,"其他未漂白与化纤混纺棉机织物(每平米重>200克,含棉85%以下)",其他未漂白与化纤混纺棉机织物(每平米重>200克，含棉85%以下)
5211200000,5211200000999,漂白棉混纺布,"漂白主要或仅与其他化纤混纺的棉机织布(每平米重超过200克,含棉85%以下)",漂白主要或仅与其他化纤混纺的棉机织布(每平米重超过200克，含棉85%以下)
5211310000,5211310000999,棉混纺染色布,"染色与化纤混纺的平纹机织物(每平米重>200克,含棉85%以下)",染色与化纤混纺的平纹机织物(每平米重>200克，含棉85%以下)
5211320000,5211320000999,棉混纺染色布,"染色与化纤混纺3/4线斜纹棉机织物(每平米重>200克,含棉85%以下,含双面斜纹布)",染色与化纤混纺3/4线斜纹棉机织物(每平米重>200克，含棉85%以下，含双面斜纹布)
5211390000,5211390000999,棉混纺染色布,"其他染色与化纤混纺棉机织物(每平米重>200克,含棉85%以下)",其他染色与化纤混纺棉机织物(每平米重>200克，含棉85%以下)
5211410000,5211410000999,色织棉混纺布,"色织与化纤混纺平纹棉机织物(每平米重超过200克,含棉85%以下)",色织与化纤混纺平纹棉机织物(每平米重超过200克，含棉85%以下)
5211420010,5211420010999,色织棉混纺布,"色织与化纤混纺蓝色粗斜纹棉布(每平米重超过200克,含棉85%以下)",色织与化纤混纺蓝色粗斜纹棉布(每平米重超过200克，含棉85%以下)
5211420090,5211420090999,色织棉混纺布,"色织与化纤混纺非蓝色粗斜纹棉布(每平米重超过200克,含棉85%以下)",色织与化纤混纺非蓝色粗斜纹棉布(每平米重超过200克，含棉85%以下)
5211430000,5211430000999,色织棉混纺布,"色织与化纤混纺3/4线斜纹棉机织物(每平米重超过200克,含棉85%以下,含双面斜纹机织物)",色织与化纤混纺3/4线斜纹棉机织物(每平米重超过200克，含棉85%以下，含双面斜纹机织物)
5211490000,5211490000999,色织棉混纺布,"其他色织与化纤混纺棉机织物(每平米重超过200克,含棉85%以下)",其他色织与化纤混纺棉机织物(每平米重超过200克，含棉85%以下)
5211510000,5211510000999,棉混纺印花布,"印花与化纤混纺的平纹机织物(每平米重超过200克,含棉85%以下)",印花与化纤混纺的平纹机织物(每平米重超过200克，含棉85%以下)
5211520000,5211520000999,棉混纺印花布,"印花与化纤混纺3/4线斜纹棉机织物(每平米重超过200克,含棉85%以下,含双面斜纹机织物)",印花与化纤混纺3/4线斜纹棉机织物(每平米重超过200克，含棉85%以下，含双面斜纹机织物)
5211590000,5211590000999,棉混纺印花布,"其他印花与化纤混纺棉机织物(每平米重超过200克,含棉85%以下)",其他印花与化纤混纺棉机织物(每平米重超过200克，含棉85%以下)
5212110000,5212110000999,棉混纺坯布,未漂白的其他混纺棉机织物(每平米重≤200克),未漂白的其他混纺棉机织物(每平米重≤200克)
5212120000,5212120000999,漂白棉混纺布,漂白的其他混纺棉机织物(每平米重≤200克),漂白的其他混纺棉机织物(每平米重≤200克)
5212130000,5212130000999,棉混纺染色布,染色的其他混纺棉机织物(每平米重≤200克),染色的其他混纺棉机织物(每平米重≤200克)
5212140000,5212140000999,色织棉混纺布,色织的其他混纺棉机织物(每平米重≤200克),色织的其他混纺棉机织物(每平米重≤200克)
5212150000,5212150000999,棉混纺印花布,印花的其他混纺棉机织物(每平米重≤200克),印花的其他混纺棉机织物(每平米重≤200克)
5212210011,5212210011999,棉混纺坯布,"未漂白其他混纺棉布(每平米重>200克,与36%及以上精梳羊毛/动物细毛混纺)",未漂白其他混纺棉布(每平米重>200克，与36%及以上精梳羊毛/动物细毛混纺)
5212210019,5212210019999,棉混纺坯布,"未漂白其他混纺棉布(每平米重>200克,与36%及以下精梳羊毛/动物细毛混纺)",未漂白其他混纺棉布(每平米重>200克，与36%及以下精梳羊毛/动物细毛混纺)
5212210021,5212210021999,棉混纺坯布,"未漂白其他混纺棉布(每平米重>200克,与36%及以上其他羊毛/动物细毛混纺)",未漂白其他混纺棉布(每平米重>200克，与36%及以上其他羊毛/动物细毛混纺)
5212210029,5212210029999,棉混纺坯布,"未漂白其他混纺棉布(每平米重>200克,与36%及以下其他羊毛/动物细毛混纺)",未漂白其他混纺棉布(每平米重>200克，与36%及以下其他羊毛/动物细毛混纺)
5212210030,5212210030999,棉混纺坯布,"未漂白其他混纺府绸及平细布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺府绸及平细布(每平米重>200克，与化纤以外其他纤维混纺)
5212210040,5212210040999,棉混纺坯布,"未漂白其他混纺棉机织平布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺棉机织平布(每平米重>200克，与化纤以外其他纤维混纺)
5212210050,5212210050999,棉混纺坯布,"未漂白其他混纺棉帆布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺棉帆布(每平米重>200克，与化纤以外其他纤维混纺)
5212210060,5212210060999,棉混纺坯布,"未漂白其他混纺棉缎布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺棉缎布(每平米重>200克，与化纤以外其他纤维混纺)
5212210070,5212210070999,棉混纺坯布,"未漂白其他混纺斜纹棉布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺斜纹棉布(每平米重>200克，与化纤以外其他纤维混纺)
5212210090,5212210090999,棉混纺坯布,"未漂白其他混纺棉布(每平米重>200克,与化纤以外其他纤维混纺)",未漂白其他混纺棉布(每平米重>200克，与化纤以外其他纤维混纺)
5212220000,5212220000999,漂白棉混纺布,漂白的其他混纺棉机织物(每平米重>200克),漂白的其他混纺棉机织物(每平米重>200克)
5212230000,5212230000999,棉混纺染色布,染色的其他混纺棉机织物(每平米重>200克),染色的其他混纺棉机织物(每平米重>200克)
5212240000,5212240000999,色织棉混纺布,色织的混纺棉机织物(每平米重>200克),色织的混纺棉机织物(每平米重>200克)
5212250000,5212250000999,棉混纺印花布,印花的其他混纺棉机织物(每平米重>200克),印花的其他混纺棉机织物(每平米重>200克)
5301100000,5301100000101,麻(亚麻、苎麻等),生的或沤制的亚麻,生的或沤制的亚麻(亚麻)
5301100000,5301100000102,麻,生的或沤制的亚麻,生的或沤制的亚麻(麻纤维)
5301210000,5301210000101,麻(亚麻、苎麻等),破开或打成的亚麻,破开或打成的亚麻(亚麻)
5301210000,5301210000102,麻,破开或打成的亚麻,破开或打成的亚麻(麻纤维)
5301290000,5301290000101,麻(亚麻、苎麻等),栉梳或经其他加工未纺制的亚麻,栉梳或经其他加工未纺制的亚麻(亚麻)
5301290000,5301290000102,麻,栉梳或经其他加工未纺制的亚麻,栉梳或经其他加工未纺制的亚麻(麻纤维)
5301300000,5301300000999,麻(亚麻、苎麻等),亚麻短纤及废麻(包括废麻纱线及回收纤维),亚麻短纤及废麻(包括废麻纱线及回收纤维)
5302100000,5302100000101,麻(亚麻、苎麻等),生的或经沤制的大麻,生的或经沤制的大麻(麻)
5302100000,5302100000102,麻,生的或经沤制的大麻,生的或经沤制的大麻(麻纤维)
5302900000,5302900000999,麻(亚麻、苎麻等),加工未纺的大麻、大麻短纤及废麻(包括废麻纱线及回收纤维),加工未纺的大麻、大麻短纤及废麻(包括废麻纱线及回收纤维)
5303100000,5303100000101,麻(亚麻、苎麻等),"生或沤制黄麻,其他纺织韧皮纤维(不包括亚麻,大麻,苎麻)",生或沤制黄麻，其他纺织韧皮纤维(不包括亚麻，大麻，苎麻)(麻)
5303100000,5303100000102,麻,"生或沤制黄麻,其他纺织韧皮纤维(不包括亚麻,大麻,苎麻)",生或沤制黄麻，其他纺织韧皮纤维(不包括亚麻，大麻，苎麻)(麻纤维)
5303900000,5303900000999,麻(亚麻、苎麻等),加工未纺的黄麻及纺织用韧皮纤维(包括短纤.废麻.废纱线及回收纤维.不含亚麻.大麻.苎麻),加工未纺的黄麻及纺织用韧皮纤维(包括短纤.废麻.废纱线及回收纤维.不含亚麻.大麻.苎麻)
5305001100,5305001100101,麻(亚麻、苎麻等),生的苎麻,生的苎麻(麻)
5305001100,5305001100102,麻,生的苎麻,生的苎麻(麻纤维)
5305001200,5305001200101,麻(亚麻、苎麻等),经加工、未纺制的苎麻,经加工、未纺制的苎麻(麻)
5305001200,5305001200102,麻,经加工、未纺制的苎麻,经加工、未纺制的苎麻(麻纤维)
5305001300,5305001300999,麻(亚麻、苎麻等),苎麻短纤及废麻(包括废纱线及回收纤维),苎麻短纤及废麻(包括废纱线及回收纤维)
5305001900,5305001900999,麻(亚麻、苎麻等),"经加工的未列名纺织用苎麻纤维(包括短纤,落麻,废料,废纱线及回收纤维)",经加工的未列名纺织用苎麻纤维(包括短纤，落麻，废料，废纱线及回收纤维)
5305002000,5305002000999,麻(亚麻、苎麻等),"生的或经加工、未纺制的蕉麻(包括短纤,落麻,废料,废蕉麻纱线及回收纤维)",生的或经加工、未纺制的蕉麻(包括短纤，落麻，废料，废蕉麻纱线及回收纤维)
5305009100,5305009100999,麻(亚麻、苎麻等),"生的或经加工、未纺制的西沙尔麻及纺织用龙舌兰纤维(包括短纤,落麻,废料,废纱线及回收纤维)",生的或经加工、未纺制的西沙尔麻及纺织用龙舌兰纤维(包括短纤，落麻，废料，废纱线及回收纤维)
5305009200,5305009200999,棕及棕制品,"生的或经加工、未纺制的椰壳纤维(包括短纤,落麻,废料,废椰壳纱线及回收纤维)",生的或经加工、未纺制的椰壳纤维(包括短纤，落麻，废料，废椰壳纱线及回收纤维)
5305009900,5305009900999,麻(亚麻、苎麻等),"生的或经加工的未列名纺织用植物纤维(包括短纤,落麻,废料,废纱线及回收纤维)",生的或经加工的未列名纺织用植物纤维(包括短纤，落麻，废料，废纱线及回收纤维)
5306100000,5306100000999,麻纱线,亚麻单纱,亚麻单纱
5306200000,5306200000101,麻纱线,亚麻多股纱线或缆线,亚麻多股纱线或缆线(麻纱线)
5306200000,5306200000102,绳、索、缆,亚麻多股纱线或缆线,亚麻多股纱线或缆线(绳、索、缆)
5307100000,5307100000999,麻纱线,黄麻及其他纺织用韧皮纤维单纱,黄麻及其他纺织用韧皮纤维单纱
5307200000,5307200000101,麻纱线,黄麻及其他韧皮纤维多股纱或缆线,黄麻及其他韧皮纤维多股纱或缆线(麻纱线)
5307200000,5307200000102,绳、索、缆,黄麻及其他韧皮纤维多股纱或缆线,黄麻及其他韧皮纤维多股纱或缆线(绳、索、缆)
5308100000,5308100000999,其他纱线,椰壳纤维纱线,椰壳纤维纱线
5308200000,5308200000999,麻纱线,大麻纱线,大麻纱线
5308901100,5308901100999,麻纱线,漂白或未漂白的纯苎麻纱线(纯按重量计苎麻含量在85％及以上),漂白或未漂白的纯苎麻纱线(纯按重量计苎麻含量在85％及以上)
5308901200,5308901200999,麻纱线,纯苎麻色纱线(纯按重量计苎麻含量在85%及以上),纯苎麻色纱线(纯按重量计苎麻含量在85%及以上)
5308901300,5308901300999,麻混纺纱线,漂白或未漂白其他苎麻纱线(按重量计苎麻含量在85%以下),漂白或未漂白其他苎麻纱线(按重量计苎麻含量在85%以下)
5308901400,5308901400999,麻混纺纱线,其他苎麻色纱线(按重量计苎麻含量在85%以下),其他苎麻色纱线(按重量计苎麻含量在85%以下)
5308909100,5308909100999,其他纱线,纸纱线,纸纱线
5308909900,5308909900999,其他纱线,其他植物纺织纤维纱线,其他植物纺织纤维纱线
5309111000,5309111000999,亚麻织物,未漂白的纯亚麻机织物(按重量计亚麻含量在85%及以上),未漂白的纯亚麻机织物(按重量计亚麻含量在85%及以上)
5309112000,5309112000999,亚麻织物,漂白的纯亚麻机织物(按重量计亚麻含量在85%及以上),漂白的纯亚麻机织物(按重量计亚麻含量在85%及以上)
5309190000,5309190000999,亚麻织物,其他全亚麻机织物(按重量计亚麻含量在85%及以上),其他全亚麻机织物(按重量计亚麻含量在85%及以上)
5309211000,5309211000101,棉混纺坯布,未漂白的混纺亚麻机织物(亚麻含量在85%以下),未漂白的混纺亚麻机织物(亚麻含量在85%以下)(棉混纺坯布)
5309211000,5309211000102,亚麻混纺织物,未漂白的混纺亚麻机织物(亚麻含量在85%以下),未漂白的混纺亚麻机织物(亚麻含量在85%以下)(亚麻混纺织物)
5309212000,5309212000101,漂白棉混纺布,漂白的混纺亚麻机织物(亚麻含量在85%以下),漂白的混纺亚麻机织物(亚麻含量在85%以下)(漂白棉混纺布)
5309212000,5309212000102,亚麻混纺织物,漂白的混纺亚麻机织物(亚麻含量在85%以下),漂白的混纺亚麻机织物(亚麻含量在85%以下)(亚麻混纺织物)
5309290000,5309290000999,亚麻混纺织物,其他混纺亚麻机织物(亚麻含量在85%以下),其他混纺亚麻机织物(亚麻含量在85%以下)
5310100000,5310100000999,黄麻织物,未漂白黄麻或其他韧皮纤维机织物,未漂白黄麻或其他韧皮纤维机织物
5310900000,5310900000999,黄麻织物,其他黄麻机织物或其他韧皮纤维机织物,其他黄麻机织物或其他韧皮纤维机织物
5311001200,5311001200999,苎麻织物,未漂白的苎麻机织物(苎麻含量在85％及以上),未漂白的苎麻机织物(苎麻含量在85％及以上)
5311001300,5311001300999,苎麻织物,其他苎麻机织物(苎麻含量≥85%),其他苎麻机织物(苎麻含量≥85%)
5311001400,5311001400101,棉混纺坯布,未漂白的苎麻机织物(苎麻含量在85％以下),未漂白的苎麻机织物(苎麻含量在85％以下)(棉混纺坯布)
5311001400,5311001400102,苎麻混纺织物,未漂白的苎麻机织物(苎麻含量在85％以下),未漂白的苎麻机织物(苎麻含量在85％以下)(苎麻混纺织物)
5311001400,5311001400103,其他麻织物,未漂白的苎麻机织物(苎麻含量在85％以下),未漂白的苎麻机织物(苎麻含量在85％以下)(其他麻织物)
5311001500,5311001500101,苎麻混纺织物,其他苎麻机织物(指按重量计苎麻含量在85％以下),其他苎麻机织物(指按重量计苎麻含量在85％以下)(苎麻混纺织物)
5311001500,5311001500102,其他麻织物,其他苎麻机织物(指按重量计苎麻含量在85％以下),其他苎麻机织物(指按重量计苎麻含量在85％以下)(其他麻织物)
5311002000,5311002000999,其他麻织物,纸纱线机织物,纸纱线机织物
5311003000,5311003000999,其他麻织物,大麻机织物,大麻机织物
5311009000,5311009000999,其他麻织物,其他纺织用植物纤维其他机织物,其他纺织用植物纤维其他机织物
5401101000,5401101000999,合成纤维纱线,非供零售用合纤长丝缝纫线,非供零售用合纤长丝缝纫线
5401102000,5401102000999,合成纤维纱线,供零售用合纤长丝缝纫线,供零售用合纤长丝缝纫线
5401201000,5401201000999,人造纤维纱线,非供零售用人纤长丝缝纫线,非供零售用人纤长丝缝纫线
5401202000,5401202000999,人造纤维纱线,供零售用人纤长丝缝纫线,供零售用人纤长丝缝纫线
